graph_name,nodes,edges,density,is_connected,num_components,avg_clustering,algorithm,actual_time,simulated_time,num_nodes,cores_per_node,memory_per_node_gb,total_cores,total_memory_gb,num_iterations,converged,algorithm_category,scaling_reason,algorithm_type,node_cost,meets_deadline_20s,meets_deadline_60s,meets_deadline_30s,meets_deadline_45s,execution_category
p2p-Gnutella08,6301,20777,0.0010467978123905755,False,2,0.010867921935819964,TriangleCounting,0.027007102966308594,14.54860003636525,2,4,16,8,32,1,True,memory_intensive,no_adjustment,TriangleCounting,2,True,True,True,True,medium
p2p-Gnutella08,6301,20777,0.0010467978123905755,False,2,0.010867921935819964,TriangleCounting,0.03357434272766113,12.645035670605953,3,4,12,12,36,1,True,memory_intensive,no_adjustment,TriangleCounting,3,True,True,True,True,medium
p2p-Gnutella08,6301,20777,0.0010467978123905755,False,2,0.010867921935819964,TriangleCounting,0.032450199127197266,26.61604976538982,1,8,20,8,20,1,True,memory_intensive,no_adjustment,TriangleCounting,1,False,True,True,True,medium
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.025076866149902344,46.675602927523336,1,4,8,4,8,1,True,memory_intensive,no_adjustment,TriangleCounting,1,False,True,False,False,slow
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.03290390968322754,16.939169663797056,2,4,8,8,16,1,True,memory_intensive,no_adjustment,TriangleCounting,2,True,True,True,True,medium
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.029745101928710938,26.19559283830825,3,4,8,12,24,1,True,memory_intensive,dense_region_processing,TriangleCounting,3,False,True,True,True,medium
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.028715133666992188,34.149286227001724,4,4,8,16,32,1,True,memory_intensive,dense_region_processing,TriangleCounting,4,False,True,False,True,slow
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.025454998016357422,22.96507861681821,1,4,16,4,16,1,True,memory_intensive,no_adjustment,TriangleCounting,1,False,True,True,True,medium
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.025276899337768555,34.39028600976044,2,4,16,8,32,1,True,memory_intensive,dense_region_processing,TriangleCounting,2,False,True,False,True,slow
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.025371789932250977,33.79124396600741,3,4,12,12,36,1,True,memory_intensive,dense_region_processing,TriangleCounting,3,False,True,False,True,slow
ca-GrQc,5242,14496,0.001055278280507905,False,355,0.529635811052136,TriangleCounting,0.026391267776489258,17.377095994140575,1,8,20,8,20,1,True,memory_intensive,no_adjustment,TriangleCounting,1,True,True,True,True,medium
